Predicted Values,Actual Values
soc.religion.christian,soc.religion.christian
soc.religion.christian,soc.religion.christian
soc.religion.christian,soc.religion.christian
talk.politics.mideast,soc.religion.christian
soc.religion.christian,soc.religion.christian
soc.religion.christian,soc.religion.christian
soc.religion.christian,soc.religion.christian
sci.crypt,soc.religion.christian
soc.religion.christian,soc.religion.christian
soc.religion.christian,soc.religion.christian
soc.religion.christian,soc.religion.christian
soc.religion.christian,soc.religion.christian
soc.religion.christian,soc.religion.christian
alt.atheism,soc.religion.christian
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
rec.sport.hockey,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.mideast,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.mideast,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.misc,talk.politics.guns
soc.religion.christian,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.religion.misc,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.religion.misc,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.mideast,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
soc.religion.christian,talk.politics.guns
sci.space,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
soc.religion.christian,talk.politics.guns
talk.religion.misc,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.misc,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
sci.med,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.guns,talk.politics.guns
talk.politics.mideast,talk.politics.mideast
talk.politics.misc,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.misc,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.misc,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.misc,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.misc,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
alt.atheism,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.misc,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.misc,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.mideast,talk.politics.mideast
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.mideast,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.mideast,talk.politics.misc
talk.politics.mideast,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.mideast,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
comp.os.ms-windows.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
sci.space,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.religion.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.religion.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
alt.atheism,talk.politics.misc
talk.politics.misc,talk.politics.misc
sci.crypt,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.mideast,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.guns,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.religion.misc,talk.politics.misc
talk.religion.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.religion.misc,talk.politics.misc
talk.religion.misc,talk.politics.misc
talk.politics.mideast,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.religion.misc,talk.politics.misc
talk.politics.mideast,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.religion.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.religion.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.guns,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.politics.misc,talk.politics.misc
talk.religion.misc,talk.religion.misc
alt.atheism,talk.religion.misc
talk.politics.mideast,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.politics.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.politics.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
sci.space,talk.religion.misc
talk.politics.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.politics.mideast,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.politics.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
soc.religion.christian,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.politics.misc,talk.religion.misc
talk.politics.misc,talk.religion.misc
talk.politics.guns,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.politics.misc,talk.religion.misc
talk.politics.misc,talk.religion.misc
talk.politics.misc,talk.religion.misc
talk.politics.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
alt.atheism,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
alt.atheism,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.politics.guns,talk.religion.misc
alt.atheism,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
alt.atheism,talk.religion.misc
comp.os.ms-windows.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.politics.mideast,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.politics.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.politics.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
alt.atheism,talk.religion.misc
talk.religion.misc,talk.religion.misc
talk.religion.misc,talk.religion.misc
alt.atheism,talk.religion.misc
talk.politics.mideast,talk.religion.misc
talk.religion.misc,talk.religion.misc
alt.atheism,talk.religion.misc
